county	state	male	female	white	black	asian	hispanic	total_population	young	mid_age	senior
Little River County	Arkansas	0.4883441	0.51165587	0.7618182	0.19703777	0.016256785	0.029726196	231042	0.6267475	0.17623203	0.19702046
Amite County	Mississippi	0.48569435	0.51430565	0.579304	0.41081697	0.00221546	0.010051464	232006	0.6199753	0.1627932	0.21723145
Buchanan County	Virginia	0.5099733	0.4900267	0.96197504	0.02808941	0.001132257	0.005142334	423932	0.60153514	0.18969552	0.20876934
Lynchburg city	Virginia	0.46925926	0.53074074	0.65700513	0.28931814	0.0040701767	0.03231617	1394534	0.63413227	0.21855329	0.14731444
Cheboygan County	Michigan	0.4982021	0.5017979	0.9343152	0.0057102256	0.029998062	0.0108390935	464430	0.6048812	0.15478113	0.24033763
Tazewell County	Illinois	0.49285135	0.5071486	0.96507835	0.011390083	0.0030638787	0.020707227	2438086	0.6269824	0.18852535	0.18449226
Franklin County	Illinois	0.49072132	0.50927866	0.97764826	0.0041275914	0.0034135235	0.0139117185	714218	0.6234371	0.17860094	0.19796197
Greene County	Arkansas	0.49165216	0.5083478	0.9701283	0.008313028	0.0052007996	0.024235157	775650	0.6368388	0.19619545	0.16696577
Abbeville County	South Carolina	0.4849422	0.5150578	0.70001197	0.28152582	0.0027828286	0.011848037	452058	0.6258467	0.17384052	0.2003128
Garrett County	Maryland	0.49608204	0.503918	0.97833025	0.009848863	0.0015552794	0.008989366	537524	0.6161883	0.17650747	0.20730424
Live Oak County	Texas	0.5394454	0.4605546	0.9265799	0.04728353	0.011082815	0.36832672	212040	0.61116296	0.18582815	0.20300886
Tehama County	California	0.49786305	0.50213695	0.91105855	0.008284092	0.033208452	0.22988357	1137602	0.63542783	0.17568183	0.18889031
Navajo County	Arizona	0.50105137	0.49894866	0.51474977	0.009517739	0.44929022	0.109378316	1942268	0.6577738	0.17349923	0.16872697
Whitfield County	Georgia	0.49765095	0.502349	0.91294116	0.04111958	0.013517498	0.3276858	1858628	0.6521364	0.20253004	0.14533354
Barber County	Kansas	0.509223	0.49077702	0.9647579	0.0060493574	0.008294952	0.030292615	87282	0.6230953	0.15793635	0.2189684
Halifax County	North Carolina	0.4782212	0.5217788	0.40624872	0.53495353	0.03880451	0.023966637	964424	0.62376815	0.17816852	0.1980633
Red River Parish	Louisiana	0.48188573	0.51811427	0.5902466	0.39622852	0.0043334374	0.015622853	160150	0.6367468	0.18068686	0.18256634
Osage County	Oklahoma	0.50324357	0.49675646	0.66387755	0.11392273	0.14729953	0.031050183	860478	0.62873197	0.17386848	0.19739959
Henderson County	Texas	0.4888455	0.5111545	0.9048849	0.06457924	0.007734251	0.11377302	1420952	0.6241759	0.16806267	0.20776142
Allendale County	South Carolina	0.5332751	0.46672484	0.24894826	0.73571205	0.0025398317	0.027278017	178752	0.6159651	0.20268863	0.18134622
Lake of the Woods County	Minnesota	0.5122191	0.48778093	0.9563705	0.003226621	0.008501445	0.011615836	71282	0.60549647	0.14777924	0.24672428
Highland County	Virginia	0.49995092	0.5000491	0.98674524	0.0055964654	0.0026018654	0.010702013	40740	0.5779087	0.13132057	0.29077074
Scott County	Missouri	0.4842446	0.5157554	0.8615465	0.1155177	0.002936987	0.019811157	703442	0.6342129	0.18555759	0.1802295
Mason County	Kentucky	0.48232913	0.51767087	0.9082357	0.0644271	0.0025742664	0.015086994	312322	0.63109547	0.183282	0.18562253
Martin County	Minnesota	0.4925961	0.5074039	0.9768866	0.00488886	0.0036177563	0.038095083	368184	0.6197173	0.15841536	0.22186732
Cleburne County	Alabama	0.49670744	0.50329256	0.9497664	0.033296254	0.0036855766	0.022187617	269700	0.6282684	0.18258806	0.1891435
White County	Georgia	0.48943663	0.5105634	0.9565926	0.018842978	0.00536482	0.027264824	499178	0.6232186	0.17246954	0.20431189
Hardeman County	Tennessee	0.5446476	0.45535243	0.56352514	0.41660723	0.0026428613	0.015383131	476756	0.6133431	0.20852175	0.17813514
Wilson County	Kansas	0.49111822	0.5088818	0.95372474	0.004899875	0.012559729	0.02590976	164494	0.63052756	0.1594344	0.21003805
Marlboro County	South Carolina	0.52935356	0.4706464	0.42001018	0.5118167	0.047302276	0.030967366	507502	0.6164685	0.20903169	0.17449981
Cambria County	Pennsylvania	0.49317858	0.5068214	0.9435755	0.036292188	0.0012660434	0.014820156	2524400	0.6121213	0.17534544	0.21253328
Los Angeles County	California	0.49272466	0.50727534	0.71559745	0.09249463	0.014681209	0.48115012	179274060	0.6320128	0.22116904	0.14681812
Turner County	South Dakota	0.5028921	0.4971079	0.975367	0.0037804407	0.009097102	0.017352622	149718	0.6285617	0.161704	0.2097343
Schenectady County	New York	0.48563316	0.51436687	0.80687577	0.10990689	0.0061145113	0.062184416	2786486	0.62543076	0.19419657	0.1803727
Pulaski County	Virginia	0.49720106	0.502799	0.9270636	0.050782517	0.0019366214	0.014111964	622734	0.6042596	0.18336882	0.21237157
Laramie County	Wyoming	0.5029201	0.49707988	0.9203326	0.02873564	0.0119930655	0.1372268	1701650	0.63154465	0.1998954	0.16855992
New York County	New York	0.4715085	0.5284915	0.65153986	0.18338735	0.01196177	0.25722498	29089508	0.58507586	0.25729942	0.15762474
Coryell County	Texas	0.49388272	0.5061173	0.7481299	0.16846414	0.0114847915	0.16910978	1363020	0.64363545	0.24819592	0.108168624
Custer County	Colorado	0.512446	0.487554	0.95939624	0.011288829	0.008614482	0.05101831	77776	0.5862734	0.120319895	0.2934067
Mecosta County	Michigan	0.5019128	0.49808723	0.9359268	0.02743823	0.006973551	0.01931573	776362	0.629231	0.19533284	0.1754362
Clinch County	Georgia	0.48857656	0.5114234	0.6972708	0.2764831	0.0083183525	0.040692925	122380	0.64262134	0.18862559	0.16875306
Anderson County	Tennessee	0.4844815	0.5155185	0.9242394	0.039482202	0.0038599053	0.024467198	1356510	0.6177942	0.1806813	0.2015245
Screven County	Georgia	0.48981574	0.5101842	0.5554364	0.42529085	0.0035437017	0.015293871	257358	0.6317892	0.17971075	0.18850006
Leake County	Mississippi	0.517465	0.48253497	0.5072745	0.4122267	0.06790491	0.042779144	419410	0.6579099	0.18343864	0.15865144
Warren County	Missouri	0.49899557	0.5010044	0.95020694	0.021638893	0.0053288303	0.030685434	593376	0.633696	0.18143976	0.18486424
Douglas County	Illinois	0.49403122	0.50596875	0.97643286	0.0052520772	0.0025644472	0.06656924	357192	0.63893086	0.17987525	0.18119387
Dent County	Missouri	0.49717748	0.5028225	0.9653538	0.0042284504	0.009353844	0.012777893	280954	0.6262413	0.16723734	0.20652135
Steuben County	New York	0.4968258	0.5031742	0.9538004	0.015595282	0.0026448732	0.014901933	1773998	0.6254336	0.18008082	0.19448556
King William County	Virginia	0.48795784	0.51204216	0.7806482	0.1739353	0.014355158	0.022673683	289234	0.6311741	0.1940816	0.17474432
Pierce County	North Dakota	0.5042485	0.4957515	0.9404447	0.005952987	0.043375395	0.013508701	78616	0.61932683	0.1563295	0.22434364
Prince Edward County	Virginia	0.4966332	0.5033668	0.6385948	0.32943854	0.0033356498	0.023728164	417310	0.6296087	0.21320361	0.1571877
Humboldt County	Iowa	0.4938399	0.5061601	0.9786946	0.0057761734	0.0019483124	0.036513668	174510	0.62538534	0.16224284	0.21237178
Sanilac County	Michigan	0.49559775	0.5044023	0.9760127	0.004453466	0.005338382	0.035210215	761654	0.62589705	0.16684085	0.20726208
Hardy County	West Virginia	0.50380754	0.49619243	0.94647145	0.02986439	0.0020190459	0.038345974	251604	0.613782	0.18194464	0.20427339
Lee County	Alabama	0.49368897	0.506311	0.717182	0.23182133	0.0036511247	0.035366856	2670410	0.63562113	0.2365985	0.12778038
Noxubee County	Mississippi	0.47959566	0.52040434	0.2733432	0.7154438	0.0024260355	0.010502959	202800	0.64447236	0.1835651	0.17196253
Grayson County	Texas	0.48807693	0.5119231	0.886911	0.060531538	0.017649151	0.11929599	2210418	0.6333965	0.18243201	0.1841715
Parmer County	Texas	0.514921	0.485079	0.95188016	0.014706044	0.015643086	0.6108631	181422	0.6655863	0.18863754	0.14577615
Suffolk city	Virginia	0.4818323	0.51816773	0.527248	0.42874822	0.0036636426	0.033930033	1548186	0.6391429	0.20020463	0.16065253
Cannon County	Tennessee	0.49497464	0.5050253	0.96526045	0.014509637	0.002667331	0.017305514	248938	0.61901355	0.1882999	0.19268653
Ramsey County	North Dakota	0.50071317	0.49928686	0.87191373	0.0047221635	0.09061735	0.018657364	207532	0.62614924	0.17254207	0.20130871
Greeley County	Nebraska	0.50272495	0.49727508	0.98217636	0.0074153487	0.0016528188	0.019655142	44772	0.62840617	0.14482266	0.22677119
Sumter County	Alabama	0.45385465	0.5461453	0.24902643	0.73769844	0.0010395696	0.009009603	242408	0.6289108	0.19008861	0.18100062
Schoolcraft County	Michigan	0.49404833	0.50595164	0.87164176	0.002137523	0.09052409	0.008322979	149706	0.60546005	0.14784978	0.24669018
Wyoming County	Pennsylvania	0.5013304	0.49866962	0.975998	0.008156181	0.0023721321	0.016893534	505874	0.6182172	0.17942017	0.20236264
Graham County	Arizona	0.5355137	0.46448633	0.81165123	0.019806309	0.14353849	0.31419805	672614	0.6580966	0.20274332	0.13916005
Crisp County	Georgia	0.4765902	0.5234098	0.5392855	0.43780157	0.0021928777	0.032439303	418628	0.63863146	0.18229072	0.17907785
Beaver County	Pennsylvania	0.48363945	0.5163605	0.91272235	0.06319884	0.0012996821	0.013231104	3056132	0.6116781	0.17608827	0.21223363
Grant County	North Dakota	0.4975911	0.5024089	0.96669626	9.822723E-4	0.01487441	0.006875906	42758	0.60351276	0.13274708	0.26374012
Barton County	Kansas	0.4934232	0.50657684	0.9556723	0.01753412	0.008234188	0.13816984	493552	0.6367941	0.17243573	0.19077018
Roosevelt County	Montana	0.4978055	0.5021945	0.36544114	0.0021536765	0.59631324	0.02301678	195944	0.6740293	0.17977585	0.14619483
Delaware County	Ohio	0.49398836	0.5060116	0.8954555	0.03408014	0.0018912498	0.022876533	3294118	0.65276045	0.19783475	0.1494048
Cabarrus County	North Carolina	0.48730254	0.51269746	0.78256935	0.16562009	0.006417147	0.09653799	3354762	0.6453331	0.20391253	0.15075436
Spotsylvania County	Virginia	0.49052215	0.50947785	0.77942264	0.15848354	0.0042591114	0.082082935	2277940	0.64567155	0.2012845	0.15304399
Washington County	Kentucky	0.4899248	0.5100752	0.91934234	0.062020645	0.001391938	0.037311412	214090	0.6312299	0.18257275	0.1861974
Cook County	Minnesota	0.4984186	0.5015814	0.8769287	0.0064110784	0.08661367	0.01564303	93588	0.5895841	0.15426123	0.25615463
Potter County	Pennsylvania	0.50083643	0.4991636	0.9807018	0.004614645	0.003217433	0.011280243	312050	0.61927897	0.16190355	0.2188175
Edwards County	Kansas	0.5000925	0.4999075	0.95374995	0.014615014	0.014134014	0.18955119	54054	0.6276131	0.15808266	0.21430421
Hillsdale County	Michigan	0.49754772	0.5024523	0.9737038	0.0055932547	0.0044798823	0.019762352	833504	0.6305333	0.17538488	0.19408186
York County	Nebraska	0.4886492	0.5113508	0.96237373	0.013924296	0.006066669	0.044233438	247912	0.6276098	0.1741142	0.198276
Chester County	Tennessee	0.48146433	0.5185357	0.8832089	0.09157516	0.0044899876	0.022076845	310914	0.6367452	0.19319169	0.17006311
Calhoun County	Iowa	0.5118083	0.4881917	0.97009087	0.016351666	0.003397749	0.015401638	178942	0.61388606	0.16005187	0.22606207
Washakie County	Wyoming	0.50163513	0.49836484	0.9533191	0.004364797	0.016522931	0.1381834	151668	0.6347285	0.16291505	0.20235646
Lorain County	Ohio	0.49211293	0.50788707	0.8699	0.08855297	0.0035429401	0.089267425	5453098	0.6298291	0.18557708	0.18459378
Sheridan County	Nebraska	0.4879454	0.51205456	0.850207	0.0028706342	0.10966655	0.038379133	96146	0.6239469	0.14644395	0.22960913
Macon County	Tennessee	0.48924938	0.51075065	0.97107977	0.006324766	0.006722211	0.045500044	407604	0.63576657	0.19162226	0.17261116
Manatee County	Florida	0.48335096	0.51664907	0.86718136	0.09210136	0.0051884456	0.15349704	6127076	0.60932636	0.1627272	0.22794642
Robertson County	Texas	0.4942981	0.5057019	0.7561226	0.2137422	0.009426056	0.19080055	298322	0.63613814	0.17228363	0.19157822
Williamsburg County	South Carolina	0.48598227	0.5140177	0.32767648	0.6563516	0.0038619263	0.021602236	602808	0.6249071	0.18230017	0.19279273
Carter County	Montana	0.49990475	0.50009525	0.9821905	8.5714285E-4	0.010095238	0.008190476	21000	0.5967619	0.14352381	0.25971428
Yukon-Koyukuk Census Area	Alaska	0.53990734	0.4600927	0.22221342	0.0035649212	0.7159154	0.016378833	100984	0.65234095	0.1760873	0.17157173
Glascock County	Georgia	0.4850965	0.5149035	0.89547646	0.08768245	0.0034768751	0.013617761	55222	0.63686574	0.18070696	0.18242729
Dickey County	North Dakota	0.49638847	0.5036115	0.9656532	0.009161997	0.007819658	0.027102465	93866	0.6308461	0.16089958	0.20825432
Stark County	Ohio	0.4846798	0.5153202	0.88882977	0.077386156	0.0028802347	0.01745209	6749450	0.6249834	0.18140396	0.19361266
Alcorn County	Mississippi	0.48960376	0.51039624	0.8643281	0.11886664	0.0030679882	0.029411502	670146	0.63114154	0.18881856	0.18003987
Bay County	Florida	0.49626884	0.5037312	0.8293573	0.11080188	0.007649138	0.053549703	3136824	0.6195869	0.20027678	0.18013634
Wayne County	Georgia	0.51858723	0.4814128	0.7685484	0.20138176	0.005445746	0.05935641	541340	0.6347508	0.20030664	0.16494255
Lake and Peninsula Borough	Alaska	0.52330434	0.47669563	0.23660256	0.0074601327	0.6480734	0.02717131	29222	0.6621039	0.19868591	0.13921018
Ben Hill County	Georgia	0.47896892	0.5210311	0.62418336	0.35034442	0.005656963	0.059610806	315010	0.6422558	0.18446717	0.17327704
Walsh County	North Dakota	0.50599986	0.49400017	0.9605682	0.0036844648	0.018311588	0.099178545	198672	0.62261415	0.15976584	0.21762
Colonial Heights city	Virginia	0.4626857	0.5373143	0.8143953	0.12166735	0.005164343	0.047363132	314464	0.62276125	0.18064389	0.19659483
Hamilton County	Florida	0.5831822	0.41681778	0.625682	0.3419496	0.008731051	0.089529626	261366	0.61014056	0.21279737	0.17706205
Sarasota County	Florida	0.47723892	0.52276105	0.9192527	0.04881526	0.003105698	0.083375014	7021288	0.5850652	0.13941374	0.2755211
Cherokee County	Kansas	0.49632007	0.50367993	0.90745103	0.0064273784	0.040624194	0.021542255	379626	0.6341373	0.17599164	0.18987109
Oldham County	Texas	0.5102535	0.48974648	0.92965174	0.03374778	0.009042467	0.13665967	37158	0.6683352	0.16545562	0.16620916
Dickinson County	Michigan	0.49572223	0.50427777	0.9712906	0.0040213675	0.0069786324	0.012153846	468000	0.6139402	0.16623077	0.21982905
Stanly County	North Carolina	0.49710685	0.50289315	0.8502695	0.11173896	0.0037872328	0.037523866	1090506	0.6239911	0.18870598	0.18730296
Warren County	Virginia	0.49775875	0.50224125	0.91663885	0.047559008	0.004287893	0.03781248	688450	0.6296579	0.19319631	0.17714576
Fulton County	Illinois	0.5190299	0.4809701	0.9437021	0.03752383	0.006227579	0.025960935	656756	0.61328405	0.18924837	0.19746755
Blackford County	Indiana	0.49365932	0.5063407	0.9757281	0.0053829234	0.0021017345	0.012237948	225528	0.62424177	0.17238657	0.20337164
Polk County	Iowa	0.49119714	0.50880283	0.8691564	0.064536065	0.004211157	0.078264356	8054318	0.63930804	0.21347953	0.14721246
Cascade County	Montana	0.5019451	0.4980549	0.8948493	0.014312493	0.045363415	0.037741948	1472420	0.625437	0.19109969	0.18346328
Leon County	Texas	0.49884713	0.5011529	0.9004506	0.073573396	0.0069436207	0.13764708	303588	0.62249166	0.1549699	0.22253844
Kimball County	Nebraska	0.5006655	0.49933454	0.95288515	0.0019816037	0.016828842	0.07645441	67622	0.6216616	0.15496436	0.22337405
Newaygo County	Michigan	0.50302064	0.4969794	0.9608437	0.011531213	0.008435616	0.05630895	867038	0.63167125	0.17333381	0.19499491
Yell County	Arkansas	0.49923113	0.5007689	0.9460163	0.017696824	0.008764673	0.19194482	394082	0.63991505	0.1821017	0.17798327
Waldo County	Maine	0.49138072	0.5086193	0.97096	0.0043331785	0.0046840548	0.010494906	701102	0.6132289	0.17294203	0.21382909
King County	Texas	0.4910108	0.5089892	0.9644427	0.0	0.013184179	0.14742309	5006	0.63144225	0.17219336	0.19636436
Lamoille County	Vermont	0.49981463	0.5001854	0.9662466	0.007102685	0.004257144	0.014705685	447718	0.6243171	0.19503348	0.18064943
Briscoe County	Texas	0.49090397	0.509096	0.9490904	0.029121421	0.004371739	0.26047102	28364	0.6206459	0.1604146	0.2189395
Belmont County	Ohio	0.507391	0.492609	0.94032365	0.04074017	0.0015032273	0.007425273	1254634	0.60727274	0.18534808	0.2073792
Antelope County	Nebraska	0.4989621	0.5010379	0.9848738	0.0031307426	0.0023650718	0.02965698	117544	0.6280797	0.14625162	0.22566868
Evans County	Georgia	0.48793378	0.5120662	0.66533166	0.30625436	0.004732249	0.12217806	195256	0.64172673	0.19393001	0.16434322
Maries County	Missouri	0.50303584	0.49696413	0.97488064	0.0042110416	0.006536908	0.01005019	163380	0.62440324	0.17047374	0.20512302
Clark County	Nevada	0.5014994	0.49850056	0.7288618	0.11468896	0.0116579095	0.2988576	36345624	0.633565	0.21430203	0.15213297
Keweenaw County	Michigan	0.51523167	0.48476836	0.9853023	0.0018308498	0.001729136	0.009662818	39326	0.59408534	0.1289732	0.27694148
Prince George County	Virginia	0.5475407	0.4524593	0.61943656	0.32578346	0.006816259	0.0672112	664294	0.6228522	0.22224045	0.15490732
Callahan County	Texas	0.4904281	0.5095719	0.9570451	0.013199266	0.006951723	0.084133044	244256	0.62588024	0.1664565	0.20766327
Washington County	North Carolina	0.46885592	0.5311441	0.47770208	0.49581152	0.007655677	0.043274995	230156	0.62182605	0.16079094	0.217383
Refugio County	Texas	0.49484238	0.5051576	0.9037247	0.06658689	0.008982263	0.48558748	132038	0.6315379	0.16468744	0.20377468
Escambia County	Alabama	0.5149145	0.4850855	0.625289	0.3206141	0.034771364	0.019833485	685104	0.6239038	0.19700074	0.17909543
Lyon County	Kentucky	0.5542281	0.44577187	0.9284248	0.05425478	0.0021600577	0.012667004	149996	0.5839956	0.18070482	0.2352996
Bibb County	Georgia	0.47134486	0.5286551	0.42984846	0.5346778	0.002762312	0.030014396	2786796	0.6421697	0.19542514	0.16240515
Neshoba County	Mississippi	0.47846234	0.52153766	0.6059145	0.20952904	0.16569456	0.017636757	532184	0.6549896	0.18165709	0.16335328
Columbia County	Wisconsin	0.50912195	0.49087805	0.96226037	0.014251544	0.0061217975	0.028146556	1020942	0.6242627	0.18745923	0.18827808
Douglas County	Georgia	0.47967848	0.5203215	0.53397363	0.42278445	0.0041085724	0.087591715	2444158	0.65066254	0.21182469	0.1375128
Nelson County	North Dakota	0.5096419	0.4903581	0.9633899	0.0052559082	0.014680296	0.018232565	55176	0.6006235	0.13467813	0.26469842
Orange County	New York	0.5002255	0.4997745	0.8238399	0.114623494	0.007894646	0.18832356	6749384	0.64802045	0.19548585	0.1564937
Madison County	New York	0.49134976	0.50865024	0.9524825	0.018741453	0.0071924836	0.019396149	1307476	0.62944865	0.18594758	0.18460377
Jones County	Iowa	0.519453	0.48054698	0.9637846	0.022211177	0.002912144	0.015203661	370174	0.62017053	0.18010719	0.19972229
Washington County	Utah	0.4944457	0.5055543	0.9395269	0.007658014	0.01712073	0.098559506	2632014	0.65844405	0.17113169	0.17042425
Benton County	Indiana	0.49937305	0.500627	0.9785822	0.007852773	0.0017352096	0.050511062	157906	0.63927275	0.17730169	0.18342558
Okfuskee County	Oklahoma	0.53484356	0.46515647	0.6448169	0.08051799	0.20613298	0.034829896	219926	0.62967545	0.18707657	0.183248
Jackson County	Wisconsin	0.5332745	0.4667255	0.89362234	0.020574907	0.065850526	0.028701995	369382	0.62319493	0.1843295	0.19247554
Adams County	Pennsylvania	0.49261326	0.50738674	0.95814687	0.017662827	0.0033801734	0.06379257	1829492	0.62193495	0.18331428	0.19475079
Florence County	South Carolina	0.46875718	0.53124285	0.55103177	0.42012268	0.0038954332	0.023288809	2482394	0.63398236	0.19516684	0.1708508
Carbon County	Wyoming	0.5412086	0.45879138	0.94860196	0.0109786345	0.01524184	0.17296635	283824	0.627949	0.19564237	0.17640862
Franklin County	Texas	0.49241	0.50759	0.9263376	0.04042399	0.010956918	0.13239697	190382	0.6333897	0.16373922	0.20287107
Trimble County	Kentucky	0.5064315	0.49356848	0.970691	0.0069632595	0.0056592305	0.027726432	157972	0.6315803	0.19007166	0.17834806
Allamakee County	Iowa	0.51052123	0.48947877	0.970594	0.012435249	0.005352974	0.055125415	254438	0.6243407	0.16026694	0.21539235
Rock County	Wisconsin	0.4917527	0.5082473	0.9110297	0.051025447	0.0050822794	0.07938952	2891616	0.63471496	0.19224994	0.17303509
Burleigh County	North Dakota	0.49546993	0.5045301	0.9249391	0.010524252	0.042755418	0.016715065	1561346	0.62783647	0.20229277	0.16987073
Fergus County	Montana	0.5047191	0.49528092	0.96480995	0.0028237114	0.013460981	0.01854753	206820	0.61068565	0.15630983	0.23300454
Haywood County	North Carolina	0.4818054	0.5181946	0.9675162	0.011148383	0.005946179	0.035161726	1067240	0.6042043	0.17068607	0.22510962
Tipton County	Indiana	0.49568322	0.50431675	0.9809153	0.0035641764	0.0024565838	0.023884242	281692	0.6231771	0.173995	0.20282792
Lawrence County	Arkansas	0.48975965	0.5102404	0.9735204	0.0087487195	0.004260866	0.011018587	308388	0.62808865	0.17886883	0.19304253
Gibson County	Indiana	0.49671438	0.50328565	0.95688033	0.019555086	0.0027038641	0.013965557	605060	0.631106	0.18437842	0.18451558
Grady County	Oklahoma	0.4976046	0.5023954	0.8678328	0.024572963	0.058967195	0.05051503	959754	0.63647246	0.18892029	0.17460725
Cimarron County	Oklahoma	0.50357884	0.49642116	0.9641646	0.0033433791	0.012007911	0.2087022	42472	0.63246375	0.15165286	0.2158834
Cumberland County	North Carolina	0.48647943	0.51352054	0.5327906	0.37779713	0.017510483	0.10349942	5824168	0.64579356	0.22176507	0.1324414
Tulare County	California	0.5004706	0.49952945	0.8854473	0.021609044	0.027615942	0.62053794	8107346	0.6757368	0.19882599	0.12543723
Pulaski County	Georgia	0.43156883	0.5684312	0.65769666	0.3172679	0.0040155672	0.036996506	210182	0.6125263	0.19256169	0.19491203
Polk County	Tennessee	0.49713305	0.502867	0.9746884	0.0046654544	0.0046123625	0.016312499	301364	0.6173498	0.18166071	0.2009895
Jefferson County	Missouri	0.4972126	0.5027874	0.96702677	0.009278471	0.0032596092	0.01692412	3977164	0.6339447	0.19860911	0.1674462
Roanoke city	Virginia	0.4787281	0.52127194	0.6552037	0.29067302	0.0038609384	0.05787336	1768482	0.6196048	0.20620397	0.17419119
Jefferson County	Tennessee	0.4913338	0.5086662	0.9570639	0.021487137	0.004163252	0.032845322	942052	0.6214593	0.18446009	0.19408058
Orange County	Texas	0.49626413	0.50373584	0.8822307	0.08603324	0.0064513884	0.064137615	1493632	0.6364741	0.18926817	0.17425779
Monroe County	Florida	0.5297744	0.47022554	0.9024041	0.06388464	0.0044505624	0.21802014	1358480	0.5835014	0.19183646	0.22466213
Dodge County	Nebraska	0.49142817	0.50857186	0.9589841	0.009588842	0.010067074	0.10841929	660768	0.6313623	0.17770231	0.1909354
Franklin County	Nebraska	0.50017685	0.49982318	0.9813623	0.0013085302	0.004562173	0.014853586	56552	0.61187935	0.14347857	0.2446421
Geary County	Kansas	0.5154083	0.48459175	0.6983655	0.18803765	0.011914112	0.13974422	646796	0.6665038	0.24118423	0.09231195
Yuba County	California	0.5048301	0.49516988	0.79669523	0.038358476	0.029559074	0.26177618	1317362	0.65518665	0.20364638	0.14116697
Fremont County	Wyoming	0.49976954	0.5002305	0.7483236	0.004809592	0.21555915	0.06321883	728960	0.6399144	0.17669146	0.18339415
Piatt County	Illinois	0.4965386	0.5034614	0.9796203	0.004530315	0.0018965667	0.011412908	298434	0.626755	0.17244014	0.20080487
Hardee County	Florida	0.5344438	0.4655562	0.8887748	0.07392104	0.01136065	0.4296064	494690	0.6511856	0.19827165	0.15054277
Muscatine County	Iowa	0.49721703	0.50278294	0.9509409	0.019803546	0.0056670443	0.16661265	771478	0.6409088	0.1853948	0.17369646
Buckingham County	Virginia	0.5507575	0.44924247	0.62848276	0.34777293	0.0033697414	0.020797418	307442	0.6051776	0.2053623	0.18946013
Scott County	Iowa	0.49072966	0.50927037	0.87031925	0.07386448	0.0036001585	0.059976086	3037644	0.6337843	0.19590314	0.17031258
McClain County	Oklahoma	0.4962157	0.5037843	0.8686144	0.007833172	0.06658196	0.073790565	650056	0.6428031	0.18694389	0.17025302
Cass County	Missouri	0.48852786	0.51147217	0.92781824	0.037535056	0.006244981	0.04083869	1810734	0.64028895	0.18693192	0.1727791
Daniels County	Montana	0.50266844	0.4973316	0.95391476	0.001758021	0.023733282	0.019966096	31854	0.6139888	0.13885227	0.24715891
Marshall County	West Virginia	0.4901646	0.50983536	0.9789293	0.006393422	0.0019415293	0.008808412	587166	0.6122936	0.17447025	0.21323612
Caroline County	Maryland	0.48756194	0.51243806	0.81875795	0.141443	0.007901579	0.060081113	590768	0.63379705	0.1890336	0.17716938
Onslow County	North Carolina	0.5400577	0.45994228	0.7685327	0.159391	0.0085501475	0.111264594	3283686	0.64740324	0.25130966	0.10128709
Benton County	Oregon	0.50145257	0.49854743	0.8852423	0.010715385	0.00890641	0.067364104	1560000	0.61799425	0.22195898	0.1600468
Addison County	Vermont	0.49940807	0.50059193	0.9535107	0.009832243	0.0025062582	0.019712685	663938	0.61952925	0.18547967	0.1949911
Ross County	Ohio	0.52513593	0.47486407	0.9096316	0.06073096	0.0030769627	0.010793016	1395532	0.6211753	0.19994095	0.17888375
Platte County	Wyoming	0.5025187	0.4974813	0.9694949	0.0051267007	0.006886613	0.07359749	156826	0.61135906	0.15594353	0.23269738
Lake County	Minnesota	0.5065495	0.49345055	0.9753275	0.002741392	0.005472478	0.011285054	194062	0.6036421	0.15229669	0.24406117
Copiah County	Mississippi	0.48282164	0.51717836	0.47247717	0.51281875	0.00227158	0.02781347	522984	0.64078444	0.18337463	0.17584094
Davis County	Utah	0.5029161	0.49708387	0.9307348	0.013591539	0.006402821	0.08810868	5759024	0.6823045	0.20191425	0.11578125
Shackelford County	Texas	0.48448053	0.5155195	0.96387106	0.012974484	0.005888419	0.10921854	60118	0.63278884	0.16479257	0.20241858
Webster County	Iowa	0.5144992	0.4855008	0.9288324	0.041026358	0.003930171	0.041151028	673762	0.6278686	0.18209101	0.1900404
Hopewell city	Virginia	0.464714	0.535286	0.56223947	0.39009693	0.0050252997	0.06888374	403956	0.6375868	0.19550397	0.16690926
Catoosa County	Georgia	0.48538637	0.5146136	0.94178313	0.024242653	0.003842722	0.02535205	1170004	0.6329081	0.19551642	0.17157549
New Madrid County	Missouri	0.47996306	0.52003694	0.8176651	0.15873663	0.002560075	0.014191329	333584	0.6299583	0.17944506	0.19059667
Howard County	Arkansas	0.4836061	0.5163939	0.7602844	0.20821612	0.010429152	0.10703132	245274	0.6423021	0.18083042	0.1768675
Mercer County	Missouri	0.5016199	0.49838015	0.9761034	0.0023183236	0.005260811	0.010878288	67290	0.6354882	0.15260811	0.2119037
Frederick County	Maryland	0.49267912	0.5073209	0.83400816	0.09198754	0.0045773415	0.07976181	4311236	0.6358717	0.20093448	0.1631938
Morehouse Parish	Louisiana	0.47991252	0.5200875	0.5081676	0.47490543	0.0017220764	0.010756857	490106	0.6342159	0.18086088	0.18492326
McKean County	Pennsylvania	0.51243615	0.48756388	0.9573733	0.025464755	0.0025226716	0.019379294	772990	0.6177648	0.1867618	0.19547342
Langlade County	Wisconsin	0.5030335	0.4969665	0.96457064	0.0052301553	0.012659802	0.017776873	353718	0.6128639	0.16085413	0.22628196
