county,state,male,female,white,black,asian,hispanic,total_population,young,mid_age,senior
Cambria,PA,0.49317858,0.5068214,0.9435755,0.036292188,0.001266043,0.014820156,2524400,0.6121213,0.17534544,0.21253328
Taylor,FL,0.5599174,0.44008264,0.7606601,0.20610413,0.008627432,0.03810531,406610,0.6064755,0.20357837,0.18994614
Ashland,OH,0.48985767,0.5101423,0.97335553,0.007794417,0.002028884,0.010838786,959148,0.634143,0.18038301,0.18547398
Kaufman,TX,0.49167645,0.50832355,0.85662305,0.10638665,0.009354238,0.18316299,1950132,0.65347373,0.19802095,0.14850533
Sullivan,ME,0.5116378,0.48836222,0.9632447,0.014871908,0.008098059,0.1848972,117806,0.6290851,0.17714718,0.19376773
Ralls,ME,0.5059431,0.49405688,0.9718884,0.012168996,0.001739982,0.011462128,183910,0.62317437,0.16861509,0.20821054
Onslow,NC,0.5400577,0.45994228,0.7685327,0.159391,0.008550148,0.111264594,3283686,0.64740324,0.25130966,0.10128709
Franklin,IN,0.5012459,0.49875408,0.98394567,0.002569276,0.00191607,0.010286782,413346,0.6382885,0.1784776,0.1832339
Hardin,KY,0.49906224,0.50093776,0.8124156,0.12406574,0.005018345,0.0534228,1926930,0.64051574,0.20663439,0.15284987
Placer,CA,0.48816046,0.51183957,0.86644787,0.015819842,0.010841637,0.13223211,6513592,0.6295832,0.18398835,0.18642847
Lincoln,NC,0.49640277,0.50359726,0.9194228,0.057342067,0.003973966,0.06920352,1422760,0.62472796,0.19238663,0.18288538
Marquette,ME,0.50449246,0.49550754,0.93840307,0.017056981,0.017992945,0.012973079,1211586,0.6129998,0.19970022,0.18729995
Wayne,ME,0.4805923,0.5194077,0.5440026,0.40070096,0.00466508,0.054707482,32190660,0.636952,0.19623137,0.16681668
Van Buren,IA,0.50507355,0.49492645,0.9827604,0.002279737,0.001698628,0.012635406,134226,0.6281495,0.1596263,0.21222416
Calhoun,FL,0.5443822,0.4556178,0.8225396,0.13479042,0.012305561,0.054503668,262808,0.6158108,0.20303796,0.18115126
Covington,ME,0.4870193,0.5129807,0.63168734,0.3552836,0.001649968,0.02148372,351522,0.6398689,0.18465701,0.17547408
Monroe,NY,0.48278233,0.51721764,0.7771409,0.1600194,0.003638892,0.077709764,13455194,0.6263851,0.19785586,0.17575905
Haskell,KS,0.49794325,0.5020567,0.9610022,0.004968214,0.01290133,0.28102463,74876,0.66529995,0.17754687,0.15715316
Gilpin,CO,0.5279566,0.4720434,0.946193,0.008126689,0.010689874,0.05702591,100656,0.5934768,0.18908957,0.21743363
Oglala Lakota,SD,0.49021772,0.5097823,0.03867697,0.001499476,0.947193,0.029703913,252088,0.7114896,0.19434087,0.0941695
Seneca,OH,0.49999407,0.50000596,0.9486874,0.024939615,0.002391606,0.046570975,1010200,0.6326826,0.18290536,0.184412
Dawson,TX,0.55951226,0.4404877,0.9032279,0.066700034,0.01070778,0.54663014,243748,0.63717854,0.21118122,0.15164022
Izard,AR,0.51625174,0.48374823,0.9590918,0.015030011,0.009060645,0.017399717,243912,0.6032668,0.16233313,0.23440011
Missaukee,ME,0.5089137,0.49108627,0.97175837,0.003669479,0.007242394,0.023554493,269248,0.62924147,0.1670616,0.20369697
Pacific,WA,0.5008783,0.4991217,0.9057947,0.008441319,0.028164428,0.08572664,374586,0.5964291,0.14176717,0.2618037
Ford,KS,0.51688236,0.48311764,0.92252904,0.027569134,0.016104678,0.52373254,617212,0.66965324,0.20114969,0.1291971
Botetourt,VA,0.49516925,0.5048308,0.9476657,0.03186892,0.002797283,0.012978051,597008,0.6163904,0.16664265,0.21696694
Vermilion,IL,0.49639383,0.5036062,0.834436,0.13350876,0.003397707,0.045073118,1448624,0.6326963,0.17960009,0.18770364
Douglas,KS,0.49991238,0.5000876,0.8493051,0.04322245,0.027469082,0.055228308,2054164,0.62570226,0.24938807,0.1249097
Granite,MT,0.50833565,0.49166432,0.96947104,0.003481992,0.006155036,0.017515475,56864,0.59107697,0.12999438,0.27892867
Butler,AL,0.46827605,0.531724,0.540693,0.43795958,0.003231018,0.011141068,370162,0.63119394,0.17691983,0.19188626
Kerr,TX,0.4835297,0.5164703,0.9436409,0.019423395,0.010710469,0.24983262,902108,0.6119212,0.15168251,0.23639631
Oconee,SC,0.4933347,0.5066653,0.8977186,0.0768546,0.003004393,0.047381874,1348026,0.6144859,0.17235869,0.21315539
Centre,PA,0.5219381,0.4780619,0.89164835,0.034043916,0.001507921,0.026188718,2826408,0.61442614,0.24505663,0.14051722
Lane,OR,0.49206832,0.50793165,0.9055984,0.010577737,0.013936485,0.07869931,6420844,0.6140131,0.19934638,0.18664058
Jefferson,AR,0.49210772,0.5078923,0.41834342,0.55747837,0.003324639,0.01763491,1340296,0.6334556,0.19209115,0.17445326
Wayne,UT,0.50843674,0.49156323,0.96633404,0.00117628,0.010140343,0.047253996,49308,0.6540521,0.15461995,0.19132797
Roanoke city,VA,0.4787281,0.52127194,0.6552037,0.29067302,0.003860938,0.05787336,1768482,0.6196048,0.20620397,0.17419119
Hamilton,IA,0.4959843,0.5040157,0.9560834,0.006804685,0.003593566,0.053448886,277162,0.628654,0.16995476,0.20139125
Crawford,OH,0.48676977,0.5132302,0.973785,0.008957082,0.001857555,0.01331549,774136,0.6242211,0.17544462,0.20033431
Lampasas,TX,0.4931322,0.5068678,0.9090874,0.037479818,0.011374445,0.182251,361688,0.63247603,0.17741534,0.1901086
Nassau,FL,0.49256453,0.50743544,0.90785354,0.06313671,0.004702655,0.035798393,1360508,0.61557376,0.1772779,0.20714836
Borden,TX,0.52513087,0.4748691,0.96247816,0.003490401,0.006806283,0.1609075,11460,0.6234729,0.1661431,0.21038394
Hockley,TX,0.4942419,0.5057581,0.93026525,0.040181994,0.013347653,0.45298117,417152,0.6555021,0.18807293,0.156425
Allen,IN,0.48777238,0.5122276,0.8147877,0.120378986,0.004769567,0.0683604,6506252,0.6460701,0.19649054,0.15743934
Spartanburg,SC,0.4847712,0.5152288,0.7491207,0.20863335,0.004134232,0.06142244,5221284,0.6342486,0.19564746,0.17010394
Currituck,NC,0.49502224,0.50497776,0.9103912,0.058390494,0.0053294,0.033469725,437948,0.62557197,0.18779854,0.18662946
Saline,NE,0.50735873,0.4926413,0.9368665,0.013583517,0.012247687,0.22062923,257518,0.646149,0.18845673,0.16539426
Daviess,IN,0.49914113,0.50085884,0.9723058,0.00932684,0.003538956,0.044319734,579832,0.6578302,0.17856379,0.163606
Bullock,AL,0.54236054,0.45763946,0.26540053,0.70651156,0.008201834,0.074637726,192396,0.62092245,0.20312272,0.1759548
Barren,KY,0.48518354,0.51481646,0.9341234,0.03991113,0.003262554,0.028226152,770562,0.6306306,0.1862861,0.18308325
Ben Hill,GA,0.47896892,0.5210311,0.62418336,0.35034442,0.005656963,0.059610806,315010,0.6422558,0.18446717,0.17327704
San Juan,UT,0.50017184,0.4998282,0.48089957,0.002595466,0.49031636,0.0490872,273554,0.6836347,0.17709483,0.13927048
Claiborne,TN,0.48916283,0.5108372,0.9695529,0.009949452,0.003314163,0.009841532,574504,0.61498964,0.19046865,0.19454172
Buffalo,NE,0.49718764,0.5028123,0.95827,0.010278005,0.004302203,0.080461495,854446,0.6398778,0.21064994,0.1494723
Carroll,GA,0.48804262,0.51195735,0.7781482,0.18659529,0.005257584,0.06404819,2022602,0.6443344,0.20972094,0.14594468
Yates,NY,0.48546025,0.5145398,0.9741369,0.008908902,0.002286706,0.018958954,453928,0.6359533,0.16624002,0.1978067
Hardee,FL,0.5344438,0.4655562,0.8887748,0.07392104,0.01136065,0.4296064,494690,0.6511856,0.19827165,0.15054277
Glynn,GA,0.4739764,0.5260236,0.6979409,0.2651623,0.004781586,0.06510985,1464786,0.62933016,0.18446039,0.18620946
Gloucester,VA,0.49423745,0.5057625,0.87944967,0.08464045,0.00459019,0.028866792,665332,0.6175173,0.1832183,0.19926442
Haskell,TX,0.5290603,0.47093973,0.92349863,0.04317311,0.009313707,0.2544482,105436,0.6131587,0.17590766,0.21093364
Pinal,AZ,0.5236482,0.4763518,0.83354294,0.048941255,0.06727056,0.28931978,6993936,0.636817,0.19415419,0.16902885
Ottawa,OH,0.49441648,0.5055835,0.97370696,0.009094491,0.002059079,0.04586646,741108,0.6101135,0.15980262,0.23008387
Roanoke,VA,0.4786542,0.5213458,0.8974936,0.05458373,0.001738913,0.024574962,1676910,0.61743265,0.17821768,0.20434967
Edmonson,KY,0.500673,0.499327,0.9687583,0.016417459,0.003268842,0.009678335,218426,0.6174311,0.18235008,0.20021884
Aroostook,ME,0.49327046,0.50672954,0.95627177,0.007672199,0.018002767,0.01010023,1267694,0.609147,0.16912283,0.22173016
Hall,GA,0.49829787,0.50170213,0.8763653,0.07900534,0.008917039,0.2688189,3349318,0.64855564,0.20203784,0.14940654
Mellette,SD,0.5147406,0.48525944,0.40030017,0.002358491,0.54116637,0.025943397,37312,0.67024016,0.16311106,0.1666488
Mifflin,PA,0.49023512,0.50976485,0.9764366,0.007352538,0.001286575,0.012753771,839438,0.6242391,0.17417128,0.20158963
Skamania,WA,0.50600773,0.49399224,0.93697065,0.005160817,0.018374888,0.055501074,201906,0.6166384,0.17037632,0.21298525
Stewart,TN,0.49952295,0.500477,0.94898987,0.016596086,0.006461008,0.022253653,238972,0.6210853,0.17782837,0.20108631
Muhlenberg,KY,0.50721556,0.49278444,0.93722296,0.047832143,0.001746759,0.013247731,564474,0.6189993,0.19137993,0.18962078
Hopewell city,VA,0.464714,0.535286,0.56223947,0.39009693,0.0050253,0.06888374,403956,0.6375868,0.19550397,0.16690926
Norman,ME,0.5000165,0.4999835,0.94764984,0.003713362,0.019986136,0.045055453,121184,0.62958807,0.15359288,0.21681905
Morehouse Parish,LA,0.47991252,0.5200875,0.5081676,0.47490543,0.001722076,0.010756857,490106,0.6342159,0.18086088,0.18492326
Jasper,ME,0.48464507,0.51535493,0.46339715,0.52647024,0.001839273,0.010657159,301206,0.63084066,0.1756439,0.1935154
Emporia city,VA,0.4616851,0.53831494,0.33411777,0.63803095,0.004706706,0.05004279,102832,0.6397814,0.182239,0.17797962
Carter,MT,0.49990475,0.50009525,0.9821905,8.57E-04,0.010095238,0.008190476,21000,0.5967619,0.14352381,0.25971428
Washington,VA,0.49331155,0.5066885,0.9720231,0.013380957,0.002096743,0.013801524,984384,0.60835916,0.18074349,0.21089737
Ritchie,WV,0.50038093,0.49961907,0.9861994,0.002818894,0.001578145,0.006410535,183760,0.6138659,0.17276883,0.21336526
Muscatine,IA,0.49721703,0.50278294,0.9509409,0.019803546,0.005667044,0.16661265,771478,0.6409088,0.1853948,0.17369646
Meigs,OH,0.49090892,0.5090911,0.9751666,0.008800563,0.002423344,0.005323798,423382,0.62188995,0.18213812,0.19597197
Cumberland,VA,0.4834787,0.51652133,0.6468149,0.32393005,0.004473116,0.022129564,177952,0.62026274,0.18018904,0.1995482
Wibaux,MT,0.5063928,0.49360722,0.9791448,0,0.005659191,0.021903165,19084,0.6150702,0.14404736,0.24088241
Wise,TX,0.5023724,0.49762762,0.95736647,0.013350713,0.009809023,0.17894483,1095522,0.64007115,0.18949506,0.17043382
Lincoln,OK,0.496295,0.50370497,0.8600995,0.018183459,0.06871955,0.0280774,620784,0.63676095,0.17470166,0.1885374
Pierce,ND,0.5042485,0.4957515,0.9404447,0.005952987,0.043375395,0.013508701,78616,0.61932683,0.1563295,0.22434364
Trinity,CA,0.51415414,0.48584586,0.8855846,0.005349141,0.050804436,0.07117582,241908,0.5974792,0.14922202,0.2532988
Highlands,FL,0.48726845,0.51273155,0.86097395,0.10089947,0.005984103,0.18026562,1777710,0.5991472,0.13818565,0.26266715
Adams,ID,0.51539075,0.48460928,0.96407884,0.00178896,0.010421399,0.028254203,70432,0.5995428,0.13618809,0.26426908
Stephenson,IL,0.48455283,0.5154472,0.87179303,0.09420965,0.002292246,0.032200485,843714,0.62229615,0.1687029,0.20900092
Sterling,TX,0.508644,0.49135602,0.94624525,0.013506213,0.021339817,0.3550333,22212,0.64032954,0.17571583,0.18395463
Bradford,FL,0.5527664,0.4472336,0.7753135,0.19862303,0.003949136,0.037428316,497324,0.6095865,0.20740202,0.18301147
Newaygo,ME,0.50302064,0.4969794,0.9608437,0.011531213,0.008435616,0.05630895,867038,0.63167125,0.17333381,0.19499491
Gaines,TX,0.50419486,0.4958051,0.9529757,0.020986302,0.010079614,0.38549465,336124,0.6908611,0.18937653,0.119762346
Cobb,GA,0.48437154,0.51562846,0.65661913,0.26624694,0.004876088,0.124791674,12810678,0.63823515,0.21957807,0.14218678
Dauphin,PA,0.48422596,0.515774,0.74180454,0.18786809,0.00345534,0.07739872,4866670,0.62553245,0.19467624,0.17979132
Rowan,NC,0.49362954,0.5063705,0.8037707,0.16498378,0.005536703,0.07906825,2493542,0.6284201,0.1912761,0.18030377
Chickasaw,IA,0.50251025,0.49748975,0.9853999,0.005192362,0.001067419,0.02213538,221094,0.6309624,0.15991388,0.20912372
Adair,IA,0.49369478,0.5063052,0.9852333,0.002379324,0.001085567,0.014945127,134492,0.61883235,0.16035154,0.2208161
Williamsburg city,VA,0.4648327,0.53516734,0.75479275,0.14936735,0.003641427,0.07152037,261436,0.6264899,0.23440918,0.13910097
Sitka City and Borough,AK,0.5073404,0.49265963,0.6612326,0.007645966,0.16673942,0.056889478,160346,0.6261148,0.19970563,0.17417958
Richmond,VA,0.5614499,0.43855008,0.6719515,0.3015301,0.004415636,0.059777126,162604,0.5942412,0.20523481,0.20052397
Garfield,CO,0.5127803,0.4872197,0.94380563,0.011155333,0.017428866,0.2808099,1024622,0.6440209,0.20845443,0.14752465
Howard,ME,0.49748853,0.50251144,0.91915166,0.053359013,0.005701404,0.013142776,182762,0.6314989,0.18107156,0.18742955
Lincoln,OR,0.4858977,0.5141023,0.9043281,0.006517421,0.039444774,0.083561964,834686,0.59557605,0.15243697,0.25198698
Palm Beach,FL,0.4836467,0.5163533,0.7662459,0.18487456,0.00617669,0.20038986,24588250,0.6109525,0.18001285,0.20903468
Overton,TN,0.49329337,0.5067066,0.97771835,0.00526374,0.003343254,0.011336899,397816,0.6248391,0.17807479,0.1970861
Lincoln,TN,0.4887046,0.5112954,0.90174824,0.06870791,0.006515177,0.029318295,602900,0.6252015,0.1773727,0.19742578
Throckmorton,TX,0.4882129,0.51178706,0.9695817,0.009125475,0.008157622,0.109021775,28930,0.62039405,0.15278257,0.22682336
Scotts Bluff,NE,0.4839472,0.5160528,0.94047844,0.008240189,0.029555297,0.2208685,661878,0.63658863,0.17592366,0.18748772
Emanuel,GA,0.4909067,0.50909334,0.63829195,0.34164885,0.003509873,0.04322634,407992,0.6380174,0.19076599,0.17121659
Ware,GA,0.49734655,0.5026535,0.6750798,0.29573995,0.004184941,0.03585635,647082,0.6301783,0.19376215,0.1760596
Sussex,DE,0.48642883,0.5135712,0.8252576,0.12933728,0.012463324,0.0897619,3697248,0.60916877,0.1629228,0.22790843
Daviess,ME,0.50158876,0.49841127,0.97806466,0.004245548,0.003978532,0.012749993,149804,0.64306694,0.16215187,0.19478118
Sonoma,CA,0.49054435,0.5094557,0.87753683,0.018649187,0.021936767,0.25583044,8858188,0.61924547,0.19289565,0.18785885
Hall,NE,0.501859,0.49814096,0.926685,0.025468268,0.016675783,0.25063568,1082288,0.64796245,0.19104435,0.16099319
Jefferson,ME,0.49636638,0.5036336,0.13524105,0.8576964,0.001900891,0.005424849,136778,0.62814194,0.19759756,0.17426048
Union,NM,0.5705363,0.42946368,0.93020964,0.018838344,0.027815005,0.40336815,79094,0.6070498,0.19854856,0.19440159
Garden,NE,0.51251954,0.48748043,0.975408,0.002515091,0.008439526,0.043706685,35784,0.60130227,0.14291303,0.25578472
Jackson Parish,LA,0.5100773,0.4899227,0.68732864,0.29439723,0.003010098,0.014313463,290356,0.62360346,0.18976705,0.18662952
Isanti,ME,0.5048902,0.49510983,0.9621051,0.007376685,0.005068928,0.01693324,688114,0.6373116,0.19220507,0.17048338
Payne,OK,0.5099179,0.49008211,0.8182507,0.03775573,0.050350834,0.042226914,1419758,0.62942064,0.24475509,0.12582426
Taliaferro,GA,0.49030763,0.5096924,0.3886206,0.5857096,0.001852464,0.028713198,30230,0.60334104,0.16682103,0.22983791
Cochise,AZ,0.51005435,0.48994568,0.88284266,0.045262046,0.016675625,0.33572587,2336704,0.62736017,0.17939115,0.19324869
Rusk,TX,0.5256561,0.4743439,0.79331475,0.17533545,0.009729971,0.15236671,959304,0.628317,0.19763182,0.17405118
Tippecanoe,IN,0.5106475,0.4893525,0.8602564,0.04576418,0.003630994,0.07798879,3222258,0.634587,0.24174105,0.12367197
Quitman,GA,0.4811112,0.5188888,0.50783193,0.48138765,0.003317055,0.014650327,43412,0.6063992,0.14984336,0.24375749
Rolette,ND,0.4942315,0.5057685,0.19812804,0.002525898,0.77424204,0.015046915,258126,0.6833368,0.1793039,0.13735928
LaSalle Parish,LA,0.5161271,0.4838729,0.8565056,0.12063868,0.011722038,0.024077095,268554,0.6288605,0.19865279,0.17248672
Washington,FL,0.54467946,0.45532054,0.8076451,0.15136708,0.013371667,0.032529324,444522,0.6147435,0.20105417,0.18420236
Osceola,IA,0.50519884,0.49480116,0.9775042,0.004268887,0.003418652,0.067947924,112910,0.6259233,0.16216455,0.21191214
Putnam,WV,0.4911321,0.50886786,0.9680274,0.010173093,0.002491934,0.009863082,1012868,0.62636393,0.18637276,0.1872633
Yakutat City and Borough,AK,0.5539469,0.4460531,0.40193036,0.016373664,0.36418477,0.032574974,11604,0.6246984,0.19984488,0.17545673
Prince George's,ME,0.4803621,0.5196379,0.26225942,0.65617067,0.010393198,0.1600577,15912138,0.63218397,0.21952933,0.14828667
LaSalle,IL,0.501896,0.49810398,0.95364,0.02318197,0.003328036,0.086277716,2030026,0.62388116,0.18373558,0.19238324
Blair,PA,0.48719618,0.5128038,0.96186405,0.017624196,0.001328669,0.010655714,2275962,0.61846066,0.18019897,0.20134036
Decatur,IA,0.5024783,0.4975217,0.9554308,0.018741293,0.00444754,0.025077699,149296,0.63694274,0.1775801,0.18547717
Kauai,HI,0.50011265,0.49988735,0.33422,0.005072205,0.004885538,0.10170479,1242852,0.6228111,0.18193719,0.19525173
Cape Girardeau,ME,0.48408443,0.5159156,0.8897778,0.0739452,0.00337725,0.021412771,1388704,0.6287575,0.20173198,0.16951056
Upton,TX,0.506856,0.493144,0.9322216,0.02406931,0.027619451,0.5108947,61406,0.65226525,0.17783278,0.16990197
Greene,NC,0.5409606,0.45903936,0.5861692,0.37376875,0.022190157,0.14556952,383954,0.62218654,0.20523031,0.17258318
Grady,OK,0.4976046,0.5023954,0.8678328,0.024572963,0.058967195,0.05051503,959754,0.63647246,0.18892029,0.17460725
Wabash,IL,0.49218905,0.50781095,0.9701299,0.007389373,0.002368389,0.015460841,211114,0.62218046,0.17431813,0.20350143
Preble,OH,0.4962925,0.5037075,0.97556925,0.005149602,0.00249911,0.006735116,753068,0.6294292,0.17909937,0.19147143
Calaveras,CA,0.5002132,0.49978676,0.922349,0.009185009,0.01805202,0.108524114,811322,0.60279274,0.14460227,0.25260502
Strafford,NH,0.48758942,0.5124106,0.9376127,0.011496617,0.002573205,0.020006891,2246226,0.62469226,0.21077621,0.16453153
Pearl River,ME,0.49399918,0.5060008,0.8480144,0.124275975,0.005886482,0.029348174,997200,0.63419574,0.18291415,0.18289009
Chowan,NC,0.47484156,0.5251584,0.63196236,0.34196204,0.004252448,0.03287499,263848,0.6183484,0.16164988,0.22000167
Dallas,AR,0.4890665,0.5109335,0.56029606,0.41949737,0.004643571,0.02683421,142132,0.62530607,0.16628204,0.2084119
Peoria,IL,0.48468888,0.5153111,0.7519419,0.18085434,0.003888873,0.04208293,3359842,0.6341825,0.1958857,0.1699318
Charlotte,FL,0.48684433,0.5131557,0.90848595,0.059880584,0.003088534,0.062804446,2975522,0.57568556,0.124465555,0.2998489
Lorain,OH,0.49211293,0.50788707,0.8699,0.08855297,0.00354294,0.089267425,5453098,0.6298291,0.18557708,0.18459378
Cheatham,TN,0.49826503,0.501735,0.9620735,0.016183633,0.004108022,0.025201518,708370,0.63178,0.19690417,0.17131583
Nome Census Area,AK,0.53007406,0.46992594,0.16299716,0.005002849,0.7572536,0.017777778,175500,0.6898519,0.19525926,0.11488889
Gunnison,CO,0.54175127,0.45824876,0.94695044,0.004726555,0.02362568,0.08600769,281812,0.61483896,0.23747392,0.1476871
Haywood,NC,0.4818054,0.5181946,0.9675162,0.011148383,0.005946179,0.035161726,1067240,0.6042043,0.17068607,0.22510962
Washington,VT,0.4946474,0.5053526,0.96221286,0.008585173,0.002697876,0.017658139,1066024,0.6158792,0.18597424,0.19814657
Burke,NC,0.4978883,0.50211173,0.8681521,0.06523181,0.008168512,0.055349924,1616696,0.61963224,0.18465438,0.19571336
Valencia,NM,0.5032595,0.49674052,0.9014452,0.016547145,0.051797923,0.59078723,1373530,0.64028597,0.18504582,0.1746682
Allen,KY,0.4931407,0.5068593,0.9732596,0.009833511,0.00307846,0.017038533,364468,0.63238746,0.18844453,0.17916799
Camden,GA,0.51192605,0.48807395,0.754404,0.19429375,0.006153846,0.057127412,924950,0.643811,0.21953295,0.13665603
Rockdale,GA,0.47413418,0.52586585,0.45924845,0.49657184,0.005087687,0.098161295,1558272,0.6446519,0.195394,0.1599541
Wilbarger,TX,0.49616984,0.5038302,0.8717858,0.08223541,0.014080257,0.2725703,238632,0.63663715,0.18214656,0.18121627
Evangeline Parish,LA,0.5072815,0.49271852,0.6981924,0.28412256,0.003361698,0.027990073,609216,0.6459138,0.1918712,0.16221504
Mobile,AL,0.47929427,0.52070576,0.6045501,0.35188788,0.009544491,0.025517315,7448276,0.6356773,0.19613397,0.16818872
Grant,IN,0.47998327,0.52001673,0.89397603,0.07178979,0.003893062,0.03867301,1242210,0.6272007,0.18486407,0.18793522
Lamb,TX,0.4967299,0.5032701,0.9170367,0.048817117,0.017319338,0.5307711,247700,0.65790874,0.17176422,0.17032701
Wexford,ME,0.49859855,0.5014014,0.96620584,0.004704271,0.006564967,0.017020786,590102,0.629908,0.17676605,0.1933259
Cass,TX,0.4843216,0.5156784,0.80295914,0.17312942,0.00622092,0.03916767,547186,0.6252645,0.16639315,0.20834231
Columbia,FL,0.51812094,0.4818791,0.7855049,0.18043828,0.005566476,0.052654836,1221958,0.62280947,0.19049755,0.186693
Miller,GA,0.48011404,0.51988596,0.7005814,0.27886608,0.003406903,0.018941639,108016,0.62771255,0.17632572,0.19596171
Lancaster,PA,0.48919415,0.51080585,0.91112953,0.04567426,0.003837216,0.09325902,9496990,0.63629055,0.18706885,0.1766406
Huerfano,CO,0.5002955,0.49970448,0.9031664,0.008139829,0.051692985,0.34825635,118430,0.5919362,0.13057502,0.2774888
Alexander,IL,0.49516648,0.5048335,0.6203228,0.35238293,0.003855039,0.018671924,135926,0.6279005,0.17196122,0.20013832
Maury,TN,0.48271665,0.5172834,0.8462405,0.12267597,0.004238537,0.05122749,1506652,0.6300652,0.19345078,0.17648402
Harrison,IA,0.49470916,0.5052908,0.9826229,0.00259018,0.00334438,0.014535482,262530,0.62788254,0.16733706,0.2047804
Dearborn,IN,0.4977163,0.5022837,0.9769732,0.006413576,0.002044844,0.011025636,895912,0.6321703,0.18505388,0.18277577
Grant,AR,0.49749973,0.50250024,0.9545997,0.02446487,0.004660564,0.023550063,323566,0.62997967,0.19050828,0.17951207
Montgomery,ME,0.4755862,0.5244138,0.533157,0.4556437,0.002109705,0.010684972,190548,0.63088566,0.17190944,0.1972049
Summit,UT,0.51332086,0.48667917,0.9578183,0.007084931,0.005035571,0.11518869,683140,0.645913,0.19900459,0.15508242
Chattahoochee,GA,0.65382,0.34618,0.72165996,0.1952086,0.011078449,0.13995998,208874,0.6563718,0.2954317,0.04819652
Iroquois,IL,0.4886906,0.5113094,0.97117645,0.009444161,0.002919658,0.059295323,525404,0.62553006,0.16649663,0.20797329
Des Moines,IA,0.48812544,0.51187456,0.9110714,0.05463657,0.002939948,0.027355623,723142,0.6262961,0.17538603,0.1983179
Chenango,NY,0.49903357,0.5009664,0.97059417,0.008077404,0.003696099,0.019759396,896080,0.62108964,0.17477012,0.20414026
Clayton,GA,0.4751076,0.5248924,0.23206605,0.6873536,0.006364981,0.13333277,4785560,0.65742695,0.22163863,0.120934434
Oneida,NY,0.49816564,0.50183433,0.8764179,0.06664562,0.003230816,0.049697507,4206368,0.62275106,0.18841267,0.1888363
Worth,ME,0.49297485,0.5070251,0.98093176,0.007817452,0.003063596,0.012043102,37864,0.6126928,0.15328544,0.23402177
Alger,ME,0.547827,0.452173,0.85938543,0.067094974,0.04076345,0.01281405,170594,0.58900666,0.1715418,0.23945156
Wrangell City and Borough,AK,0.5196594,0.4803406,0.7150435,0.003117584,0.16313806,0.019682657,42982,0.61898005,0.15334326,0.2276767
Chambers,TX,0.50320107,0.49679893,0.8775629,0.08529072,0.010967802,0.20302647,663214,0.65403324,0.19989927,0.14606749
Ada,ID,0.5009856,0.49901438,0.9264155,0.012023189,0.008233616,0.074839264,7416668,0.6403766,0.20948194,0.15014142
Sabine Parish,LA,0.4961648,0.5038352,0.70696026,0.16702701,0.08800969,0.035469197,435702,0.6331438,0.1744518,0.19240445
Caldwell,KY,0.48386428,0.5161357,0.9266786,0.05413999,0.002281034,0.013288749,231474,0.6227093,0.17537607,0.20191468
Towner,ND,0.50805664,0.49194336,0.9562012,0.001611328,0.030371094,0.006689453,40960,0.610791,0.13859864,0.25061035
Hancock,KY,0.5094388,0.4905612,0.9735071,0.011249518,0.002786696,0.012430974,155740,0.6387376,0.18162964,0.17963272
Spencer,KY,0.5059274,0.49407262,0.9647848,0.016081333,0.002747915,0.017020574,315148,0.6350191,0.19886847,0.16611242
Alexander,NC,0.50767064,0.49232933,0.9152762,0.056669712,0.004378969,0.044043586,669564,0.61919993,0.18946658,0.19133346
Bell,KY,0.48816305,0.51183695,0.9552006,0.023227423,0.001939899,0.008190244,506212,0.61994976,0.19091013,0.18914013
Essex,ME,0.48087013,0.5191299,0.8734275,0.060140062,0.008151718,0.17902039,13660678,0.62598383,0.19236797,0.18164816
Brown,IL,0.6440423,0.3559577,0.78784204,0.18959829,0.012193544,0.060531083,123672,0.5896808,0.25701857,0.15330067
Butte,SD,0.5025596,0.4974404,0.9478083,0.00456487,0.019933267,0.033117045,184014,0.6343702,0.16594389,0.19968589
Andrew,ME,0.49335188,0.5066481,0.9736,0.006086884,0.003097961,0.019921878,311818,0.62873536,0.17851439,0.19275026
Keith,NE,0.50039274,0.49960726,0.96963704,0.004577465,0.007231853,0.060590465,147680,0.6153508,0.15187567,0.23277356
Carroll,ME,0.5035844,0.49641562,0.6567847,0.33070195,0.002101558,0.011425219,187480,0.61356944,0.17461063,0.21181993
Richland,MT,0.5171619,0.48283806,0.95193416,0.003217537,0.018734366,0.042336553,192694,0.63327867,0.18605664,0.18066467
Assumption Parish,LA,0.4883655,0.51163447,0.6795496,0.30158457,0.006463075,0.023686737,416520,0.63002014,0.19083117,0.17914866
Woodruff,AR,0.47571743,0.5242826,0.7061927,0.27207544,0.003490374,0.01460903,126634,0.62252635,0.16559534,0.21187833
Hanover,VA,0.49075636,0.50924367,0.8712851,0.09410679,0.004514482,0.024317365,1821250,0.6326792,0.18220782,0.18511297
Traverse,ME,0.4974321,0.5025679,0.9327855,0.004301213,0.044841755,0.01887398,62308,0.6170797,0.14592026,0.23700006
Josephine,OR,0.48789942,0.5121006,0.93770874,0.004813343,0.015218737,0.06712324,1502490,0.6102097,0.15432648,0.2354638
Washington,KY,0.4899248,0.5100752,0.91934234,0.062020645,0.001391938,0.037311412,214090,0.6312299,0.18257275,0.1861974
Butler,KS,0.5031629,0.49683708,0.94026524,0.0180882,0.01021916,0.04222653,1189726,0.64668417,0.18536536,0.16795044
